"","exon.lengths","Gene"
"ENSRNOG00000001032",2736,"ENSRNOG00000001032"
"ENSRNOG00000001033",1671,"ENSRNOG00000001033"
"ENSRNOG00000001034",4946,"ENSRNOG00000001034"
"ENSRNOG00000001035",2399,"ENSRNOG00000001035"
"ENSRNOG00000001036",3136,"ENSRNOG00000001036"
"ENSRNOG00000001037",1949,"ENSRNOG00000001037"
"ENSRNOG00000001039",2649,"ENSRNOG00000001039"
"ENSRNOG00000001040",3587,"ENSRNOG00000001040"
"ENSRNOG00000001043",2380,"ENSRNOG00000001043"
"ENSRNOG00000001044",1179,"ENSRNOG00000001044"
"ENSRNOG00000001047",6577,"ENSRNOG00000001047"
"ENSRNOG00000001048",1447,"ENSRNOG00000001048"
"ENSRNOG00000001049",1593,"ENSRNOG00000001049"
"ENSRNOG00000001050",3360,"ENSRNOG00000001050"
"ENSRNOG00000001052",3550,"ENSRNOG00000001052"
"ENSRNOG00000001053",1995,"ENSRNOG00000001053"
"ENSRNOG00000001055",4919,"ENSRNOG00000001055"
"ENSRNOG00000001056",1509,"ENSRNOG00000001056"
"ENSRNOG00000001058",1982,"ENSRNOG00000001058"
"ENSRNOG00000001059",7499,"ENSRNOG00000001059"
"ENSRNOG00000001060",3027,"ENSRNOG00000001060"
"ENSRNOG00000001061",1746,"ENSRNOG00000001061"
"ENSRNOG00000001064",5671,"ENSRNOG00000001064"
"ENSRNOG00000001065",3614,"ENSRNOG00000001065"
"ENSRNOG00000001066",3661,"ENSRNOG00000001066"
"ENSRNOG00000001068",2385,"ENSRNOG00000001068"
"ENSRNOG00000001069",1193,"ENSRNOG00000001069"
"ENSRNOG00000001070",1637,"ENSRNOG00000001070"
"ENSRNOG00000001071",321,"ENSRNOG00000001071"
"ENSRNOG00000001072",3349,"ENSRNOG00000001072"
"ENSRNOG00000001073",3052,"ENSRNOG00000001073"
"ENSRNOG00000001074",4330,"ENSRNOG00000001074"
"ENSRNOG00000001079",3091,"ENSRNOG00000001079"
"ENSRNOG00000001080",1654,"ENSRNOG00000001080"
"ENSRNOG00000001081",1629,"ENSRNOG00000001081"
"ENSRNOG00000001082",3523,"ENSRNOG00000001082"
"ENSRNOG00000001083",1809,"ENSRNOG00000001083"
"ENSRNOG00000001086",3442,"ENSRNOG00000001086"
"ENSRNOG00000001088",1263,"ENSRNOG00000001088"
"ENSRNOG00000001090",6283,"ENSRNOG00000001090"
"ENSRNOG00000001091",4340,"ENSRNOG00000001091"
"ENSRNOG00000001092",3530,"ENSRNOG00000001092"
"ENSRNOG00000001094",5553,"ENSRNOG00000001094"
"ENSRNOG00000001098",8292,"ENSRNOG00000001098"
"ENSRNOG00000001099",3227,"ENSRNOG00000001099"
"ENSRNOG00000001101",4759,"ENSRNOG00000001101"
"ENSRNOG00000001103",7959,"ENSRNOG00000001103"
"ENSRNOG00000001104",2487,"ENSRNOG00000001104"
"ENSRNOG00000001106",1708,"ENSRNOG00000001106"
"ENSRNOG00000001108",4817,"ENSRNOG00000001108"
"ENSRNOG00000001111",10367,"ENSRNOG00000001111"
"ENSRNOG00000001113",2189,"ENSRNOG00000001113"
"ENSRNOG00000001114",1739,"ENSRNOG00000001114"
"ENSRNOG00000001115",2756,"ENSRNOG00000001115"
"ENSRNOG00000001117",2915,"ENSRNOG00000001117"
"ENSRNOG00000001120",8743,"ENSRNOG00000001120"
"ENSRNOG00000001123",2626,"ENSRNOG00000001123"
"ENSRNOG00000001124",4194,"ENSRNOG00000001124"
"ENSRNOG00000001126",3054,"ENSRNOG00000001126"
"ENSRNOG00000001128",2127,"ENSRNOG00000001128"
"ENSRNOG00000001129",3796,"ENSRNOG00000001129"
"ENSRNOG00000001130",4642,"ENSRNOG00000001130"
"ENSRNOG00000001134",1937,"ENSRNOG00000001134"
"ENSRNOG00000001135",2600,"ENSRNOG00000001135"
"ENSRNOG00000001136",2085,"ENSRNOG00000001136"
"ENSRNOG00000001138",2753,"ENSRNOG00000001138"
"ENSRNOG00000001139",2495,"ENSRNOG00000001139"
"ENSRNOG00000001141",4309,"ENSRNOG00000001141"
"ENSRNOG00000001142",1949,"ENSRNOG00000001142"
"ENSRNOG00000001143",6411,"ENSRNOG00000001143"
"ENSRNOG00000001148",1277,"ENSRNOG00000001148"
"ENSRNOG00000001149",6632,"ENSRNOG00000001149"
"ENSRNOG00000001151",1694,"ENSRNOG00000001151"
"ENSRNOG00000001152",3134,"ENSRNOG00000001152"
"ENSRNOG00000001153",998,"ENSRNOG00000001153"
"ENSRNOG00000001156",9101,"ENSRNOG00000001156"
"ENSRNOG00000001157",6936,"ENSRNOG00000001157"
"ENSRNOG00000001158",3594,"ENSRNOG00000001158"
"ENSRNOG00000001159",537,"ENSRNOG00000001159"
"ENSRNOG00000001160",1087,"ENSRNOG00000001160"
"ENSRNOG00000001162",568,"ENSRNOG00000001162"
"ENSRNOG00000001163",4730,"ENSRNOG00000001163"
"ENSRNOG00000001164",463,"ENSRNOG00000001164"
"ENSRNOG00000001165",2702,"ENSRNOG00000001165"
"ENSRNOG00000001167",3200,"ENSRNOG00000001167"
"ENSRNOG00000001169",2931,"ENSRNOG00000001169"
"ENSRNOG00000001170",638,"ENSRNOG00000001170"
"ENSRNOG00000001171",1741,"ENSRNOG00000001171"
"ENSRNOG00000001172",3065,"ENSRNOG00000001172"
"ENSRNOG00000001173",3923,"ENSRNOG00000001173"
"ENSRNOG00000001174",2102,"ENSRNOG00000001174"
"ENSRNOG00000001177",2093,"ENSRNOG00000001177"
"ENSRNOG00000001178",3152,"ENSRNOG00000001178"
"ENSRNOG00000001181",2093,"ENSRNOG00000001181"
"ENSRNOG00000001182",4027,"ENSRNOG00000001182"
"ENSRNOG00000001183",3538,"ENSRNOG00000001183"
"ENSRNOG00000001184",4445,"ENSRNOG00000001184"
"ENSRNOG00000001185",1488,"ENSRNOG00000001185"
"ENSRNOG00000001187",1980,"ENSRNOG00000001187"
"ENSRNOG00000001189",4183,"ENSRNOG00000001189"
"ENSRNOG00000001190",3577,"ENSRNOG00000001190"
"ENSRNOG00000001191",2761,"ENSRNOG00000001191"
"ENSRNOG00000001192",1672,"ENSRNOG00000001192"
"ENSRNOG00000001193",2836,"ENSRNOG00000001193"
"ENSRNOG00000001194",3887,"ENSRNOG00000001194"
"ENSRNOG00000001195",3211,"ENSRNOG00000001195"
"ENSRNOG00000001198",3560,"ENSRNOG00000001198"
"ENSRNOG00000001199",1439,"ENSRNOG00000001199"
"ENSRNOG00000001201",1128,"ENSRNOG00000001201"
"ENSRNOG00000001203",2457,"ENSRNOG00000001203"
"ENSRNOG00000001204",5133,"ENSRNOG00000001204"
"ENSRNOG00000001205",6003,"ENSRNOG00000001205"
"ENSRNOG00000001210",3891,"ENSRNOG00000001210"
"ENSRNOG00000001211",1333,"ENSRNOG00000001211"
"ENSRNOG00000001212",1691,"ENSRNOG00000001212"
"ENSRNOG00000001213",1903,"ENSRNOG00000001213"
"ENSRNOG00000001214",2788,"ENSRNOG00000001214"
"ENSRNOG00000001215",1765,"ENSRNOG00000001215"
"ENSRNOG00000001216",5387,"ENSRNOG00000001216"
"ENSRNOG00000001217",2461,"ENSRNOG00000001217"
"ENSRNOG00000001218",687,"ENSRNOG00000001218"
"ENSRNOG00000001219",2019,"ENSRNOG00000001219"
"ENSRNOG00000001222",2044,"ENSRNOG00000001222"
"ENSRNOG00000001223",2278,"ENSRNOG00000001223"
"ENSRNOG00000001224",3943,"ENSRNOG00000001224"
"ENSRNOG00000001225",1766,"ENSRNOG00000001225"
"ENSRNOG00000001226",432,"ENSRNOG00000001226"
"ENSRNOG00000001227",7085,"ENSRNOG00000001227"
"ENSRNOG00000001228",2239,"ENSRNOG00000001228"
"ENSRNOG00000001229",6941,"ENSRNOG00000001229"
"ENSRNOG00000001232",2466,"ENSRNOG00000001232"
"ENSRNOG00000001235",3345,"ENSRNOG00000001235"
"ENSRNOG00000001236",3479,"ENSRNOG00000001236"
"ENSRNOG00000001237",7378,"ENSRNOG00000001237"
"ENSRNOG00000001238",3664,"ENSRNOG00000001238"
"ENSRNOG00000001241",4530,"ENSRNOG00000001241"
"ENSRNOG00000001242",2451,"ENSRNOG00000001242"
"ENSRNOG00000001243",2743,"ENSRNOG00000001243"
"ENSRNOG00000001245",2164,"ENSRNOG00000001245"
"ENSRNOG00000001247",8712,"ENSRNOG00000001247"
"ENSRNOG00000001249",4644,"ENSRNOG00000001249"
"ENSRNOG00000001250",2396,"ENSRNOG00000001250"
"ENSRNOG00000001251",568,"ENSRNOG00000001251"
"ENSRNOG00000001252",2777,"ENSRNOG00000001252"
"ENSRNOG00000001253",2984,"ENSRNOG00000001253"
"ENSRNOG00000001254",5410,"ENSRNOG00000001254"
"ENSRNOG00000001255",7555,"ENSRNOG00000001255"
"ENSRNOG00000001256",10317,"ENSRNOG00000001256"
"ENSRNOG00000001258",2617,"ENSRNOG00000001258"
"ENSRNOG00000001259",5092,"ENSRNOG00000001259"
"ENSRNOG00000001260",682,"ENSRNOG00000001260"
"ENSRNOG00000001261",1883,"ENSRNOG00000001261"
"ENSRNOG00000001265",2742,"ENSRNOG00000001265"
"ENSRNOG00000001269",3597,"ENSRNOG00000001269"
"ENSRNOG00000001270",4418,"ENSRNOG00000001270"
"ENSRNOG00000001271",4452,"ENSRNOG00000001271"
"ENSRNOG00000001272",6582,"ENSRNOG00000001272"
"ENSRNOG00000001273",864,"ENSRNOG00000001273"
"ENSRNOG00000001274",3024,"ENSRNOG00000001274"
"ENSRNOG00000001275",2194,"ENSRNOG00000001275"
"ENSRNOG00000001276",11358,"ENSRNOG00000001276"
"ENSRNOG00000001277",3065,"ENSRNOG00000001277"
"ENSRNOG00000001278",1225,"ENSRNOG00000001278"
"ENSRNOG00000001283",5642,"ENSRNOG00000001283"
"ENSRNOG00000001284",2524,"ENSRNOG00000001284"
"ENSRNOG00000001285",5761,"ENSRNOG00000001285"
"ENSRNOG00000001287",2147,"ENSRNOG00000001287"
"ENSRNOG00000001288",4422,"ENSRNOG00000001288"
"ENSRNOG00000001289",1857,"ENSRNOG00000001289"
"ENSRNOG00000001293",2195,"ENSRNOG00000001293"
"ENSRNOG00000001294",3285,"ENSRNOG00000001294"
"ENSRNOG00000001295",1900,"ENSRNOG00000001295"
"ENSRNOG00000001296",5308,"ENSRNOG00000001296"
"ENSRNOG00000001297",2040,"ENSRNOG00000001297"
"ENSRNOG00000001298",2163,"ENSRNOG00000001298"
"ENSRNOG00000001299",4683,"ENSRNOG00000001299"
"ENSRNOG00000001300",2277,"ENSRNOG00000001300"
"ENSRNOG00000001302",2486,"ENSRNOG00000001302"
"ENSRNOG00000001303",4447,"ENSRNOG00000001303"
"ENSRNOG00000001304",4932,"ENSRNOG00000001304"
"ENSRNOG00000001309",5272,"ENSRNOG00000001309"
"ENSRNOG00000001311",1568,"ENSRNOG00000001311"
"ENSRNOG00000001312",1936,"ENSRNOG00000001312"
"ENSRNOG00000001313",1529,"ENSRNOG00000001313"
"ENSRNOG00000001314",2972,"ENSRNOG00000001314"
"ENSRNOG00000001315",2594,"ENSRNOG00000001315"
"ENSRNOG00000001316",2491,"ENSRNOG00000001316"
"ENSRNOG00000001317",9655,"ENSRNOG00000001317"
"ENSRNOG00000001323",3313,"ENSRNOG00000001323"
"ENSRNOG00000001324",1561,"ENSRNOG00000001324"
"ENSRNOG00000001325",1408,"ENSRNOG00000001325"
"ENSRNOG00000001329",7304,"ENSRNOG00000001329"
"ENSRNOG00000001331",3975,"ENSRNOG00000001331"
"ENSRNOG00000001333",3456,"ENSRNOG00000001333"
"ENSRNOG00000001335",4056,"ENSRNOG00000001335"
"ENSRNOG00000001336",1329,"ENSRNOG00000001336"
"ENSRNOG00000001337",12138,"ENSRNOG00000001337"
"ENSRNOG00000001338",1652,"ENSRNOG00000001338"
"ENSRNOG00000001342",1990,"ENSRNOG00000001342"
"ENSRNOG00000001345",1682,"ENSRNOG00000001345"
"ENSRNOG00000001346",1905,"ENSRNOG00000001346"
"ENSRNOG00000001347",2997,"ENSRNOG00000001347"
"ENSRNOG00000001348",1507,"ENSRNOG00000001348"
"ENSRNOG00000001349",2950,"ENSRNOG00000001349"
"ENSRNOG00000001350",5135,"ENSRNOG00000001350"
"ENSRNOG00000001351",2590,"ENSRNOG00000001351"
"ENSRNOG00000001352",15589,"ENSRNOG00000001352"
"ENSRNOG00000001353",3760,"ENSRNOG00000001353"
"ENSRNOG00000001355",2365,"ENSRNOG00000001355"
"ENSRNOG00000001360",4162,"ENSRNOG00000001360"
"ENSRNOG00000001367",2611,"ENSRNOG00000001367"
"ENSRNOG00000001368",3096,"ENSRNOG00000001368"
"ENSRNOG00000001369",2777,"ENSRNOG00000001369"
"ENSRNOG00000001374",3238,"ENSRNOG00000001374"
"ENSRNOG00000001375",2207,"ENSRNOG00000001375"
"ENSRNOG00000001376",2069,"ENSRNOG00000001376"
"ENSRNOG00000001377",7872,"ENSRNOG00000001377"
"ENSRNOG00000001379",1831,"ENSRNOG00000001379"
"ENSRNOG00000001383",2672,"ENSRNOG00000001383"
"ENSRNOG00000001385",2208,"ENSRNOG00000001385"
"ENSRNOG00000001387",3103,"ENSRNOG00000001387"
"ENSRNOG00000001388",1263,"ENSRNOG00000001388"
"ENSRNOG00000001389",1969,"ENSRNOG00000001389"
"ENSRNOG00000001391",1462,"ENSRNOG00000001391"
"ENSRNOG00000001392",1890,"ENSRNOG00000001392"
"ENSRNOG00000001396",1038,"ENSRNOG00000001396"
"ENSRNOG00000001397",4035,"ENSRNOG00000001397"
"ENSRNOG00000001399",1593,"ENSRNOG00000001399"
"ENSRNOG00000001402",3186,"ENSRNOG00000001402"
"ENSRNOG00000001404",3035,"ENSRNOG00000001404"
"ENSRNOG00000001407",2972,"ENSRNOG00000001407"
"ENSRNOG00000001408",1660,"ENSRNOG00000001408"
"ENSRNOG00000001409",1829,"ENSRNOG00000001409"
"ENSRNOG00000001410",3939,"ENSRNOG00000001410"
"ENSRNOG00000001412",1376,"ENSRNOG00000001412"
"ENSRNOG00000001414",3069,"ENSRNOG00000001414"
"ENSRNOG00000001415",2614,"ENSRNOG00000001415"
"ENSRNOG00000001416",2636,"ENSRNOG00000001416"
"ENSRNOG00000001417",2778,"ENSRNOG00000001417"
"ENSRNOG00000001418",2107,"ENSRNOG00000001418"
"ENSRNOG00000001419",1729,"ENSRNOG00000001419"
"ENSRNOG00000001420",1753,"ENSRNOG00000001420"
"ENSRNOG00000001422",2743,"ENSRNOG00000001422"
"ENSRNOG00000001424",15078,"ENSRNOG00000001424"
"ENSRNOG00000001425",3539,"ENSRNOG00000001425"
"ENSRNOG00000001427",7067,"ENSRNOG00000001427"
"ENSRNOG00000001428",1803,"ENSRNOG00000001428"
"ENSRNOG00000001429",3498,"ENSRNOG00000001429"
"ENSRNOG00000001430",1284,"ENSRNOG00000001430"
"ENSRNOG00000001431",2879,"ENSRNOG00000001431"
"ENSRNOG00000001432",2666,"ENSRNOG00000001432"
"ENSRNOG00000001434",1320,"ENSRNOG00000001434"
"ENSRNOG00000001435",2814,"ENSRNOG00000001435"
"ENSRNOG00000001436",3514,"ENSRNOG00000001436"
"ENSRNOG00000001439",3574,"ENSRNOG00000001439"
"ENSRNOG00000001440",1377,"ENSRNOG00000001440"
"ENSRNOG00000001441",1378,"ENSRNOG00000001441"
"ENSRNOG00000001442",2893,"ENSRNOG00000001442"
"ENSRNOG00000001443",1842,"ENSRNOG00000001443"
"ENSRNOG00000001444",628,"ENSRNOG00000001444"
"ENSRNOG00000001448",7815,"ENSRNOG00000001448"
"ENSRNOG00000001449",5538,"ENSRNOG00000001449"
"ENSRNOG00000001450",2207,"ENSRNOG00000001450"
"ENSRNOG00000001451",1478,"ENSRNOG00000001451"
"ENSRNOG00000001452",2315,"ENSRNOG00000001452"
"ENSRNOG00000001453",6446,"ENSRNOG00000001453"
"ENSRNOG00000001454",2746,"ENSRNOG00000001454"
"ENSRNOG00000001455",5113,"ENSRNOG00000001455"
"ENSRNOG00000001456",7674,"ENSRNOG00000001456"
"ENSRNOG00000001457",2016,"ENSRNOG00000001457"
"ENSRNOG00000001465",3666,"ENSRNOG00000001465"
"ENSRNOG00000001466",1891,"ENSRNOG00000001466"
"ENSRNOG00000001469",3592,"ENSRNOG00000001469"
"ENSRNOG00000001470",3641,"ENSRNOG00000001470"
"ENSRNOG00000001474",957,"ENSRNOG00000001474"
"ENSRNOG00000001476",2106,"ENSRNOG00000001476"
"ENSRNOG00000001478",3939,"ENSRNOG00000001478"
"ENSRNOG00000001479",5682,"ENSRNOG00000001479"
"ENSRNOG00000001480",2960,"ENSRNOG00000001480"
"ENSRNOG00000001482",3202,"ENSRNOG00000001482"
"ENSRNOG00000001483",2262,"ENSRNOG00000001483"
"ENSRNOG00000001488",1757,"ENSRNOG00000001488"
"ENSRNOG00000001489",3855,"ENSRNOG00000001489"
"ENSRNOG00000001490",1384,"ENSRNOG00000001490"
"ENSRNOG00000001492",7351,"ENSRNOG00000001492"
"ENSRNOG00000001494",3758,"ENSRNOG00000001494"
"ENSRNOG00000001499",570,"ENSRNOG00000001499"
"ENSRNOG00000001500",1590,"ENSRNOG00000001500"
"ENSRNOG00000001501",1291,"ENSRNOG00000001501"
"ENSRNOG00000001506",1944,"ENSRNOG00000001506"
"ENSRNOG00000001510",318,"ENSRNOG00000001510"
"ENSRNOG00000001512",1074,"ENSRNOG00000001512"
"ENSRNOG00000001514",2638,"ENSRNOG00000001514"
"ENSRNOG00000001515",8051,"ENSRNOG00000001515"
"ENSRNOG00000001516",5004,"ENSRNOG00000001516"
"ENSRNOG00000001517",1579,"ENSRNOG00000001517"
"ENSRNOG00000001518",6226,"ENSRNOG00000001518"
"ENSRNOG00000001519",2230,"ENSRNOG00000001519"
"ENSRNOG00000001520",2757,"ENSRNOG00000001520"
"ENSRNOG00000001524",2088,"ENSRNOG00000001524"
"ENSRNOG00000001525",3616,"ENSRNOG00000001525"
"ENSRNOG00000001527",3054,"ENSRNOG00000001527"
"ENSRNOG00000001528",1481,"ENSRNOG00000001528"
"ENSRNOG00000001544",5467,"ENSRNOG00000001544"
"ENSRNOG00000001547",3690,"ENSRNOG00000001547"
"ENSRNOG00000001548",2730,"ENSRNOG00000001548"
"ENSRNOG00000001551",902,"ENSRNOG00000001551"
"ENSRNOG00000001554",6088,"ENSRNOG00000001554"
"ENSRNOG00000001555",1322,"ENSRNOG00000001555"
"ENSRNOG00000001557",1690,"ENSRNOG00000001557"
"ENSRNOG00000001559",1698,"ENSRNOG00000001559"
"ENSRNOG00000001566",189,"ENSRNOG00000001566"
"ENSRNOG00000001567",843,"ENSRNOG00000001567"
"ENSRNOG00000001570",528,"ENSRNOG00000001570"
"ENSRNOG00000001571",2822,"ENSRNOG00000001571"
"ENSRNOG00000001572",1831,"ENSRNOG00000001572"
"ENSRNOG00000001573",4834,"ENSRNOG00000001573"
"ENSRNOG00000001575",4148,"ENSRNOG00000001575"
"ENSRNOG00000001577",2527,"ENSRNOG00000001577"
"ENSRNOG00000001578",2706,"ENSRNOG00000001578"
"ENSRNOG00000001580",1833,"ENSRNOG00000001580"
"ENSRNOG00000001581",1848,"ENSRNOG00000001581"
"ENSRNOG00000001582",3232,"ENSRNOG00000001582"
"ENSRNOG00000001584",1972,"ENSRNOG00000001584"
"ENSRNOG00000001585",20276,"ENSRNOG00000001585"
"ENSRNOG00000001587",964,"ENSRNOG00000001587"
"ENSRNOG00000001588",2484,"ENSRNOG00000001588"
"ENSRNOG00000001589",1425,"ENSRNOG00000001589"
"ENSRNOG00000001592",3405,"ENSRNOG00000001592"
"ENSRNOG00000001593",6838,"ENSRNOG00000001593"
"ENSRNOG00000001596",1348,"ENSRNOG00000001596"
"ENSRNOG00000001597",4096,"ENSRNOG00000001597"
"ENSRNOG00000001598",2885,"ENSRNOG00000001598"
"ENSRNOG00000001599",2204,"ENSRNOG00000001599"
"ENSRNOG00000001601",306,"ENSRNOG00000001601"
"ENSRNOG00000001602",7041,"ENSRNOG00000001602"
"ENSRNOG00000001603",1590,"ENSRNOG00000001603"
"ENSRNOG00000001607",4872,"ENSRNOG00000001607"
"ENSRNOG00000001608",3256,"ENSRNOG00000001608"
"ENSRNOG00000001609",2858,"ENSRNOG00000001609"
"ENSRNOG00000001611",732,"ENSRNOG00000001611"
"ENSRNOG00000001613",4883,"ENSRNOG00000001613"
"ENSRNOG00000001616",5390,"ENSRNOG00000001616"
"ENSRNOG00000001618",3586,"ENSRNOG00000001618"
"ENSRNOG00000001620",5176,"ENSRNOG00000001620"
"ENSRNOG00000001621",4509,"ENSRNOG00000001621"
"ENSRNOG00000001622",4428,"ENSRNOG00000001622"
"ENSRNOG00000001623",5839,"ENSRNOG00000001623"
"ENSRNOG00000001627",5406,"ENSRNOG00000001627"
"ENSRNOG00000001628",712,"ENSRNOG00000001628"
"ENSRNOG00000001629",2817,"ENSRNOG00000001629"
"ENSRNOG00000001632",10261,"ENSRNOG00000001632"
"ENSRNOG00000001633",4588,"ENSRNOG00000001633"
"ENSRNOG00000001634",2736,"ENSRNOG00000001634"
"ENSRNOG00000001640",3811,"ENSRNOG00000001640"
"ENSRNOG00000001642",3768,"ENSRNOG00000001642"
"ENSRNOG00000001643",1636,"ENSRNOG00000001643"
"ENSRNOG00000001644",1219,"ENSRNOG00000001644"
"ENSRNOG00000001645",6136,"ENSRNOG00000001645"
"ENSRNOG00000001647",4347,"ENSRNOG00000001647"
"ENSRNOG00000001652",3295,"ENSRNOG00000001652"
"ENSRNOG00000001653",2104,"ENSRNOG00000001653"
"ENSRNOG00000001654",2923,"ENSRNOG00000001654"
"ENSRNOG00000001657",2065,"ENSRNOG00000001657"
"ENSRNOG00000001658",14771,"ENSRNOG00000001658"
"ENSRNOG00000001662",6309,"ENSRNOG00000001662"
"ENSRNOG00000001679",1861,"ENSRNOG00000001679"
"ENSRNOG00000001680",2813,"ENSRNOG00000001680"
"ENSRNOG00000001681",2710,"ENSRNOG00000001681"
"ENSRNOG00000001682",13298,"ENSRNOG00000001682"
"ENSRNOG00000001684",1425,"ENSRNOG00000001684"
"ENSRNOG00000001686",6293,"ENSRNOG00000001686"
"ENSRNOG00000001689",1699,"ENSRNOG00000001689"
"ENSRNOG00000001691",1718,"ENSRNOG00000001691"
"ENSRNOG00000001692",1940,"ENSRNOG00000001692"
"ENSRNOG00000001699",1828,"ENSRNOG00000001699"
"ENSRNOG00000001700",4476,"ENSRNOG00000001700"
"ENSRNOG00000001701",1175,"ENSRNOG00000001701"
"ENSRNOG00000001704",2524,"ENSRNOG00000001704"
"ENSRNOG00000001706",12568,"ENSRNOG00000001706"
"ENSRNOG00000001707",4524,"ENSRNOG00000001707"
"ENSRNOG00000001708",3434,"ENSRNOG00000001708"
"ENSRNOG00000001709",2103,"ENSRNOG00000001709"
"ENSRNOG00000001710",3135,"ENSRNOG00000001710"
"ENSRNOG00000001711",2826,"ENSRNOG00000001711"
"ENSRNOG00000001712",3300,"ENSRNOG00000001712"
"ENSRNOG00000001713",3751,"ENSRNOG00000001713"
"ENSRNOG00000001714",4393,"ENSRNOG00000001714"
"ENSRNOG00000001715",3491,"ENSRNOG00000001715"
"ENSRNOG00000001717",4300,"ENSRNOG00000001717"
"ENSRNOG00000001719",2949,"ENSRNOG00000001719"
"ENSRNOG00000001720",1429,"ENSRNOG00000001720"
"ENSRNOG00000001726",2915,"ENSRNOG00000001726"
"ENSRNOG00000001727",2655,"ENSRNOG00000001727"
"ENSRNOG00000001728",3149,"ENSRNOG00000001728"
"ENSRNOG00000001729",2696,"ENSRNOG00000001729"
"ENSRNOG00000001730",11742,"ENSRNOG00000001730"
"ENSRNOG00000001733",2351,"ENSRNOG00000001733"
"ENSRNOG00000001736",1617,"ENSRNOG00000001736"
"ENSRNOG00000001738",5883,"ENSRNOG00000001738"
"ENSRNOG00000001739",5201,"ENSRNOG00000001739"
"ENSRNOG00000001742",3277,"ENSRNOG00000001742"
"ENSRNOG00000001746",2522,"ENSRNOG00000001746"
"ENSRNOG00000001747",4224,"ENSRNOG00000001747"
"ENSRNOG00000001748",3063,"ENSRNOG00000001748"
"ENSRNOG00000001750",3312,"ENSRNOG00000001750"
"ENSRNOG00000001752",2540,"ENSRNOG00000001752"
"ENSRNOG00000001754",1567,"ENSRNOG00000001754"
"ENSRNOG00000001757",2499,"ENSRNOG00000001757"
"ENSRNOG00000001758",1747,"ENSRNOG00000001758"
"ENSRNOG00000001762",4668,"ENSRNOG00000001762"
"ENSRNOG00000001764",5936,"ENSRNOG00000001764"
"ENSRNOG00000001765",1603,"ENSRNOG00000001765"
"ENSRNOG00000001766",4823,"ENSRNOG00000001766"
"ENSRNOG00000001769",4501,"ENSRNOG00000001769"
"ENSRNOG00000001770",3386,"ENSRNOG00000001770"
"ENSRNOG00000001773",5725,"ENSRNOG00000001773"
"ENSRNOG00000001774",7984,"ENSRNOG00000001774"
"ENSRNOG00000001776",2300,"ENSRNOG00000001776"
"ENSRNOG00000001781",4488,"ENSRNOG00000001781"
"ENSRNOG00000001782",3443,"ENSRNOG00000001782"
"ENSRNOG00000001783",2412,"ENSRNOG00000001783"
"ENSRNOG00000001785",3951,"ENSRNOG00000001785"
"ENSRNOG00000001786",2501,"ENSRNOG00000001786"
"ENSRNOG00000001789",3458,"ENSRNOG00000001789"
"ENSRNOG00000001792",2689,"ENSRNOG00000001792"
"ENSRNOG00000001793",12116,"ENSRNOG00000001793"
"ENSRNOG00000001794",2442,"ENSRNOG00000001794"
"ENSRNOG00000001795",2853,"ENSRNOG00000001795"
"ENSRNOG00000001796",3597,"ENSRNOG00000001796"
"ENSRNOG00000001797",3503,"ENSRNOG00000001797"
"ENSRNOG00000001803",3301,"ENSRNOG00000001803"
"ENSRNOG00000001804",14886,"ENSRNOG00000001804"
"ENSRNOG00000001806",2184,"ENSRNOG00000001806"
"ENSRNOG00000001807",4796,"ENSRNOG00000001807"
"ENSRNOG00000001808",3074,"ENSRNOG00000001808"
"ENSRNOG00000001809",1697,"ENSRNOG00000001809"
"ENSRNOG00000001811",2934,"ENSRNOG00000001811"
"ENSRNOG00000001813",4705,"ENSRNOG00000001813"
"ENSRNOG00000001815",4230,"ENSRNOG00000001815"
"ENSRNOG00000001816",1215,"ENSRNOG00000001816"
"ENSRNOG00000001817",2529,"ENSRNOG00000001817"
"ENSRNOG00000001820",951,"ENSRNOG00000001820"
"ENSRNOG00000001821",1487,"ENSRNOG00000001821"
"ENSRNOG00000001823",4710,"ENSRNOG00000001823"
"ENSRNOG00000001825",3579,"ENSRNOG00000001825"
"ENSRNOG00000001827",5953,"ENSRNOG00000001827"
"ENSRNOG00000001828",3317,"ENSRNOG00000001828"
"ENSRNOG00000001829",1427,"ENSRNOG00000001829"
"ENSRNOG00000001830",2203,"ENSRNOG00000001830"
"ENSRNOG00000001833",3944,"ENSRNOG00000001833"
"ENSRNOG00000001837",657,"ENSRNOG00000001837"
"ENSRNOG00000001839",624,"ENSRNOG00000001839"
"ENSRNOG00000001840",1074,"ENSRNOG00000001840"
"ENSRNOG00000001842",1197,"ENSRNOG00000001842"
"ENSRNOG00000001843",3389,"ENSRNOG00000001843"
"ENSRNOG00000001844",3229,"ENSRNOG00000001844"
"ENSRNOG00000001845",2958,"ENSRNOG00000001845"
"ENSRNOG00000001847",2804,"ENSRNOG00000001847"
"ENSRNOG00000001849",5615,"ENSRNOG00000001849"
"ENSRNOG00000001851",3233,"ENSRNOG00000001851"
"ENSRNOG00000001852",3057,"ENSRNOG00000001852"
"ENSRNOG00000001854",6430,"ENSRNOG00000001854"
"ENSRNOG00000001859",1064,"ENSRNOG00000001859"
"ENSRNOG00000001860",2457,"ENSRNOG00000001860"
"ENSRNOG00000001861",2763,"ENSRNOG00000001861"
"ENSRNOG00000001862",2864,"ENSRNOG00000001862"
